Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.49,0.4,0.145,WW2,MW1,0.1295,0.2515,Age3
F,0.63,0.51,0.185,WW3,MW3,0.349,0.3065,Age2
M,0.5,0.385,0.145,WW3,MW2,0.195,0.204,Age3
M,0.49,0.39,0.135,WW2,MW2,0.096,0.1835,Age3
M,0.44,0.325,0.115,WW2,MW1,0.087,0.113,Age2
F,0.515,0.395,0.165,WW3,MW1,0.17,0.3205,Age2
F,0.475,0.38,0.145,WW2,MW1,0.118,0.187,Age2
I,0.42,0.31,0.1,WW1,MW1,0.0735,0.085,Age2
M,0.4,0.305,0.13,WW2,MW1,0.0675,0.105,Age2
M,0.45,0.36,0.16,WW2,MW1,0.1245,0.225,Age2
F,0.52,0.4,0.13,WW2,MW1,0.2065,0.17,Age3
M,0.505,0.4,0.155,WW3,MW2,0.1775,0.285,Age2
M,0.495,0.4,0.14,WW3,MW1,0.18,0.25,Age3
M,0.54,0.41,0.145,WW3,MW2,0.213,0.355,Age4
F,0.48,0.39,0.125,WW2,MW1,0.155,0.2,Age2
F,0.33,0.26,0.08,WW1,MW1,0.05,0.07,Age2
I,0.285,0.21,0.07,WW1,MW1,0.0265,0.033,Age2
I,0.3,0.23,0.075,WW1,MW1,0.03,0.0345,Age2
I,0.31,0.24,0.105,WW1,MW1,0.065,0.083,Age2
I,0.34,0.255,0.075,WW1,MW1,0.04,0.0525,Age2
I,0.375,0.3,0.075,WW1,MW1,0.03,0.044,Age2
I,0.415,0.325,0.1,WW2,MW2,0.1065,0.114,Age2
I,0.415,0.315,0.105,WW2,MW1,0.0705,0.095,Age2
I,0.415,0.315,0.09,WW2,MW1,0.0835,0.093,Age2
I,0.42,0.32,0.1,WW2,MW1,0.05,0.0945,Age2
I,0.425,0.31,0.105,WW2,MW1,0.0825,0.105,Age2
M,0.465,0.375,0.11,WW2,MW1,0.113,0.1505,Age2
F,0.465,0.35,0.135,WW2,MW2,0.1445,0.175,Age2
I,0.47,0.37,0.11,WW2,MW2,0.115,0.163,Age2
F,0.47,0.375,0.12,WW2,MW2,0.1455,0.135,Age2
I,0.475,0.365,0.12,WW2,MW2,0.0975,0.1625,Age2
M,0.48,0.37,0.135,WW2,MW2,0.1015,0.161,Age2
M,0.5,0.4,0.13,WW3,MW2,0.16,0.211,Age2
I,0.505,0.39,0.185,WW2,MW2,0.142,0.172,Age2
M,0.525,0.425,0.19,WW3,MW2,0.1725,0.199,Age2
M,0.54,0.42,0.12,WW3,MW2,0.1455,0.2235,Age2
M,0.545,0.45,0.15,WW3,MW2,0.15,0.2625,Age2
F,0.565,0.44,0.15,WW3,MW2,0.2355,0.2485,Age2
M,0.58,0.46,0.18,WW3,MW2,0.277,0.325,Age2
M,0.59,0.455,0.16,WW3,MW2,0.2215,0.292,Age2
M,0.59,0.48,0.16,WW3,MW3,0.2725,0.335,Age2
M,0.595,0.49,0.185,WW3,MW2,0.2015,0.361,Age2
F,0.6,0.475,0.135,WW3,MW3,0.191,0.3175,Age2
F,0.6,0.5,0.155,WW3,MW3,0.2835,0.35,Age2
F,0.6,0.485,0.165,WW3,MW3,0.2175,0.288,Age2
M,0.605,0.475,0.175,WW3,MW3,0.275,0.309,Age2
F,0.625,0.49,0.155,WW3,MW3,0.259,0.33,Age2
M,0.63,0.5,0.185,WW3,MW3,0.3125,0.384,Age2
M,0.64,0.585,0.195,WW4,MW3,0.331,0.471,Age2
F,0.64,0.5,0.18,WW4,MW3,0.314,0.431,Age2
F,0.655,0.545,0.165,WW4,MW3,0.299,0.513,Age2
I,0.66,0.525,0.215,WW4,MW3,0.3615,0.4065,Age2
M,0.66,0.535,0.2,WW4,MW3,0.318,0.54,Age3
F,0.675,0.555,0.205,WW4,MW3,0.358,0.4535,Age3
F,0.675,0.55,0.175,WW4,MW3,0.371,0.474,Age3
F,0.69,0.55,0.18,WW4,MW4,0.2655,0.4395,Age2
F,0.695,0.53,0.2,WW4,MW3,0.4195,0.6095,Age3
F,0.7,0.525,0.19,WW4,MW3,0.365,0.43,Age2
F,0.73,0.57,0.165,WW4,MW5,0.418,0.435,Age2
I,0.205,0.15,0.065,WW1,MW1,0.011,0.013,Age1
I,0.225,0.17,0.07,WW1,MW1,0.013,0.016,Age1
I,0.23,0.18,0.05,WW1,MW1,0.0135,0.02,Age2
I,0.275,0.195,0.07,WW1,MW1,0.022,0.0255,Age1
I,0.28,0.21,0.055,WW1,MW1,0.0265,0.031,Age2
I,0.28,0.22,0.08,WW1,MW1,0.024,0.03,Age2
I,0.295,0.22,0.07,WW1,MW1,0.0275,0.035,Age2
I,0.31,0.225,0.075,WW1,MW1,0.037,0.0365,Age2
I,0.315,0.235,0.07,WW1,MW1,0.0325,0.047,Age2
I,0.34,0.265,0.07,WW1,MW1,0.0395,0.07,Age2
I,0.37,0.29,0.08,WW1,MW1,0.0565,0.07,Age2
I,0.38,0.285,0.085,WW1,MW1,0.0405,0.07,Age2
I,0.39,0.295,0.1,WW1,MW1,0.059,0.08,Age2
I,0.405,0.31,0.065,WW2,MW1,0.066,0.088,Age2
I,0.415,0.325,0.1,WW2,MW1,0.0715,0.095,Age2
I,0.44,0.335,0.11,WW2,MW1,0.0835,0.111,Age2
I,0.44,0.345,0.115,WW2,MW2,0.111,0.1305,Age2
I,0.44,0.325,0.1,WW2,MW1,0.0865,0.11,Age2
I,0.44,0.355,0.12,WW2,MW2,0.11,0.125,Age2
I,0.45,0.35,0.125,WW2,MW1,0.089,0.118,Age2
I,0.45,0.35,0.12,WW2,MW1,0.1065,0.1325,Age2
F,0.455,0.35,0.12,WW2,MW1,0.1045,0.1375,Age2
F,0.46,0.35,0.115,WW2,MW1,0.1115,0.1165,Age2
I,0.46,0.345,0.12,WW2,MW1,0.0885,0.107,Age2
I,0.46,0.345,0.115,WW2,MW1,0.102,0.111,Age2
I,0.465,0.355,0.11,WW2,MW2,0.1005,0.12,Age2
M,0.465,0.34,0.105,WW2,MW2,0.1035,0.1225,Age2
I,0.475,0.385,0.11,WW2,MW2,0.1025,0.136,Age2
I,0.475,0.355,0.105,WW2,MW1,0.1115,0.12,Age2
M,0.48,0.37,0.1,WW2,MW2,0.1015,0.135,Age2
M,0.5,0.375,0.145,WW2,MW2,0.166,0.1485,Age2
I,0.5,0.38,0.11,WW2,MW1,0.09,0.1325,Age2
I,0.505,0.385,0.12,WW2,MW2,0.142,0.185,Age2
M,0.515,0.395,0.12,WW2,MW2,0.1365,0.172,Age2
M,0.525,0.415,0.135,WW3,MW2,0.189,0.202,Age2
M,0.525,0.425,0.125,WW3,MW2,0.1705,0.195,Age2
F,0.53,0.42,0.17,WW3,MW2,0.208,0.1505,Age2
M,0.53,0.41,0.14,WW2,MW2,0.1415,0.1835,Age2
F,0.53,0.405,0.15,WW3,MW2,0.2275,0.215,Age2
M,0.54,0.435,0.14,WW3,MW2,0.1595,0.213,Age2
F,0.55,0.425,0.125,WW3,MW3,0.159,0.215,Age2
F,0.555,0.425,0.14,WW3,MW2,0.224,0.24,Age2
F,0.57,0.445,0.15,WW3,MW3,0.185,0.2505,Age2
F,0.57,0.435,0.14,WW3,MW2,0.196,0.2295,Age2
M,0.575,0.45,0.155,WW3,MW2,0.206,0.259,Age2
F,0.58,0.445,0.145,WW3,MW2,0.1815,0.2425,Age2
F,0.585,0.45,0.16,WW3,MW2,0.2215,0.2335,Age2
M,0.59,0.465,0.14,WW3,MW2,0.263,0.263,Age2
F,0.595,0.47,0.155,WW3,MW3,0.269,0.31,Age2
F,0.595,0.465,0.15,WW3,MW2,0.22,0.287,Age2
F,0.595,0.465,0.15,WW3,MW2,0.2745,0.289,Age2
F,0.6,0.46,0.145,WW3,MW2,0.2245,0.248,Age2
F,0.6,0.46,0.15,WW3,MW3,0.274,0.29,Age2
M,0.6,0.46,0.15,WW3,MW3,0.2735,0.29,Age2
M,0.61,0.48,0.15,WW3,MW3,0.274,0.264,Age2
F,0.615,0.485,0.16,WW3,MW2,0.2495,0.315,Age2
F,0.615,0.5,0.165,WW3,MW3,0.3015,0.355,Age2
M,0.615,0.47,0.155,WW3,MW3,0.32,0.292,Age2
F,0.62,0.51,0.175,WW3,MW3,0.323,0.3225,Age2
F,0.62,0.485,0.175,WW3,MW3,0.253,0.345,Age2
F,0.62,0.475,0.16,WW3,MW3,0.233,0.3275,Age2
M,0.625,0.48,0.17,WW3,MW3,0.268,0.3385,Age2
F,0.625,0.49,0.165,WW3,MW2,0.2365,0.3185,Age2
F,0.625,0.49,0.175,WW3,MW2,0.2165,0.3595,Age2
F,0.63,0.495,0.2,WW3,MW3,0.336,0.38,Age2
F,0.63,0.495,0.145,WW3,MW3,0.266,0.2885,Age2
M,0.63,0.48,0.165,WW3,MW3,0.271,0.35,Age2
F,0.635,0.495,0.18,WW4,MW3,0.317,0.37,Age2
F,0.635,0.495,0.195,WW3,MW3,0.2985,0.37,Age2
M,0.645,0.49,0.16,WW3,MW3,0.3345,0.3165,Age2
M,0.645,0.5,0.175,WW4,MW3,0.3755,0.3775,Age2
F,0.65,0.5,0.185,WW3,MW3,0.2955,0.341,Age2
M,0.67,0.52,0.19,WW4,MW4,0.369,0.391,Age2
F,0.69,0.545,0.205,WW4,MW3,0.429,0.498,Age3
M,0.69,0.54,0.185,WW4,MW3,0.3855,0.4325,Age2
F,0.695,0.55,0.155,WW4,MW3,0.442,0.4175,Age2
M,0.695,0.525,0.175,WW4,MW3,0.389,0.505,Age2
F,0.7,0.575,0.205,WW4,MW3,0.3935,0.5165,Age3
F,0.705,0.56,0.205,WW5,MW4,0.5005,0.624,Age2
M,0.765,0.585,0.18,WW5,MW5,0.512,0.5335,Age2
M,0.77,0.6,0.215,WW5,MW5,0.482,0.584,Age2
I,0.22,0.16,0.05,WW1,MW1,0.01,0.015,Age1
I,0.275,0.205,0.07,WW1,MW2,0.019,0.0315,Age2
I,0.29,0.21,0.06,WW1,MW1,0.022,0.035,Age2
I,0.33,0.24,0.075,WW1,MW1,0.033,0.048,Age2
I,0.355,0.285,0.095,WW1,MW1,0.0475,0.0715,Age2
I,0.375,0.29,0.1,WW1,MW1,0.038,0.075,Age2
I,0.415,0.315,0.1,WW2,MW1,0.0795,0.095,Age2
I,0.425,0.33,0.115,WW2,MW1,0.077,0.103,Age2
I,0.425,0.34,0.1,WW2,MW1,0.082,0.094,Age2
I,0.43,0.32,0.1,WW2,MW1,0.08,0.09,Age2
I,0.44,0.34,0.1,WW2,MW1,0.0735,0.103,Age2
I,0.44,0.335,0.115,WW2,MW1,0.0765,0.113,Age2
I,0.46,0.345,0.11,WW2,MW1,0.058,0.125,Age2
I,0.46,0.37,0.12,WW2,MW2,0.108,0.1345,Age2
I,0.465,0.355,0.105,WW2,MW1,0.0975,0.1185,Age2
I,0.475,0.365,0.1,WW1,MW1,0.0875,0.123,Age2
I,0.475,0.375,0.115,WW2,MW2,0.119,0.1455,Age2
I,0.485,0.375,0.13,WW2,MW2,0.112,0.157,Age2
I,0.49,0.375,0.125,WW2,MW2,0.115,0.13,Age2
M,0.49,0.38,0.11,WW2,MW2,0.1005,0.15,Age2
I,0.495,0.38,0.12,WW2,MW2,0.1205,0.136,Age2
I,0.5,0.39,0.125,WW2,MW2,0.132,0.1605,Age2
M,0.5,0.38,0.12,WW2,MW2,0.135,0.145,Age2
M,0.505,0.4,0.135,WW3,MW2,0.149,0.178,Age2
I,0.51,0.395,0.155,WW2,MW2,0.1085,0.167,Age2
I,0.51,0.385,0.15,WW2,MW2,0.119,0.1725,Age2
I,0.515,0.4,0.125,WW2,MW2,0.1175,0.168,Age2
I,0.52,0.395,0.135,WW2,MW2,0.1295,0.175,Age2
F,0.545,0.43,0.14,WW3,MW2,0.17,0.201,Age2
M,0.545,0.42,0.145,WW3,MW2,0.1545,0.205,Age2
M,0.545,0.42,0.12,WW3,MW2,0.185,0.17,Age2
F,0.545,0.4,0.14,WW3,MW2,0.215,0.18,Age2
I,0.55,0.42,0.13,WW2,MW2,0.144,0.1755,Age2
F,0.55,0.44,0.135,WW3,MW2,0.1995,0.185,Age2
I,0.555,0.425,0.13,WW2,MW2,0.133,0.2105,Age2
M,0.565,0.43,0.13,WW3,MW2,0.1885,0.213,Age2
F,0.57,0.45,0.18,WW3,MW2,0.217,0.255,Age2
M,0.57,0.45,0.135,WW3,MW3,0.204,0.25,Age2
F,0.57,0.43,0.16,WW3,MW2,0.159,0.2285,Age2
F,0.575,0.48,0.15,WW3,MW2,0.1905,0.248,Age2
M,0.58,0.455,0.13,WW3,MW2,0.1725,0.225,Age2
F,0.585,0.45,0.15,WW3,MW2,0.203,0.225,Age2
F,0.585,0.435,0.14,WW2,MW2,0.129,0.2245,Age2
M,0.59,0.47,0.15,WW3,MW2,0.164,0.249,Age2
M,0.59,0.46,0.14,WW3,MW2,0.2165,0.26,Age2
F,0.59,0.46,0.16,WW3,MW2,0.2615,0.2565,Age2
F,0.595,0.465,0.15,WW3,MW3,0.166,0.265,Age2
M,0.595,0.47,0.165,WW3,MW2,0.2325,0.3345,Age2
M,0.595,0.46,0.14,WW3,MW2,0.2255,0.227,Age2
M,0.6,0.49,0.21,WW4,MW4,0.419,0.491,Age2
F,0.605,0.48,0.15,WW3,MW2,0.2835,0.293,Age2
F,0.615,0.475,0.17,WW3,MW3,0.246,0.2345,Age2
M,0.615,0.45,0.15,WW3,MW3,0.2095,0.2505,Age2
F,0.615,0.47,0.155,WW3,MW3,0.209,0.246,Age2
M,0.615,0.475,0.175,WW3,MW2,0.3095,0.2725,Age2
M,0.62,0.49,0.155,WW3,MW3,0.2475,0.31,Age2
M,0.62,0.48,0.15,WW3,MW2,0.243,0.305,Age2
M,0.625,0.495,0.185,WW3,MW3,0.3005,0.345,Age2
F,0.625,0.49,0.155,WW3,MW2,0.277,0.3095,Age2
M,0.625,0.48,0.145,WW3,MW2,0.2445,0.327,Age2
M,0.63,0.505,0.15,WW3,MW3,0.2465,0.37,Age2
M,0.63,0.51,0.175,WW3,MW3,0.262,0.375,Age2
M,0.63,0.465,0.15,WW3,MW3,0.188,0.176,Age2
M,0.645,0.515,0.16,WW3,MW3,0.311,0.335,Age2
M,0.645,0.48,0.15,WW3,MW3,0.2595,0.285,Age2
F,0.645,0.52,0.18,WW3,MW3,0.352,0.317,Age2
M,0.65,0.515,0.125,WW3,MW3,0.283,0.3275,Age2
M,0.65,0.52,0.175,WW3,MW3,0.2775,0.336,Age2
F,0.65,0.535,0.175,WW3,MW3,0.2765,0.344,Age2
M,0.65,0.51,0.155,WW3,MW3,0.298,0.335,Age2
F,0.65,0.49,0.155,WW3,MW3,0.228,0.3055,Age2
M,0.66,0.515,0.165,WW3,MW3,0.298,0.3755,Age2
F,0.665,0.505,0.165,WW3,MW3,0.3175,0.36,Age2
M,0.67,0.5,0.2,WW3,MW3,0.2985,0.351,Age2
M,0.67,0.51,0.18,WW4,MW4,0.2975,0.3935,Age3
F,0.675,0.55,0.19,WW4,MW3,0.3685,0.412,Age3
M,0.68,0.52,0.165,WW4,MW3,0.279,0.406,Age2
M,0.68,0.53,0.18,WW4,MW3,0.3115,0.4025,Age2
M,0.7,0.525,0.175,WW4,MW4,0.3615,0.47,Age2
M,0.7,0.55,0.2,WW4,MW3,0.306,0.4405,Age3
F,0.725,0.53,0.19,WW4,MW4,0.398,0.405,Age2
M,0.725,0.55,0.2,WW4,MW4,0.4265,0.5085,Age2
M,0.735,0.57,0.175,WW4,MW4,0.387,0.488,Age2
F,0.74,0.575,0.22,WW4,MW4,0.5265,0.471,Age2
M,0.75,0.555,0.215,WW5,MW5,0.5235,0.5285,Age2
I,0.19,0.14,0.03,WW1,MW1,0.005,0.0105,Age1
I,0.21,0.15,0.045,WW1,MW1,0.008,0.0105,Age1
I,0.25,0.175,0.06,WW1,MW1,0.008,0.02,Age1
I,0.29,0.215,0.065,WW1,MW1,0.021,0.031,Age2
I,0.335,0.25,0.08,WW1,MW1,0.0325,0.0575,Age2
I,0.34,0.245,0.085,WW1,MW1,0.038,0.053,Age2
I,0.345,0.255,0.095,WW1,MW1,0.0385,0.06,Age2
I,0.355,0.255,0.08,WW1,MW1,0.0505,0.058,Age2
I,0.36,0.26,0.08,WW1,MW1,0.0315,0.06,Age2
I,0.37,0.275,0.09,WW1,MW1,0.0395,0.058,Age2
I,0.375,0.29,0.14,WW2,MW1,0.0625,0.0825,Age2
I,0.375,0.275,0.095,WW1,MW1,0.0545,0.066,Age2
I,0.385,0.3,0.125,WW2,MW1,0.0735,0.081,Age2
I,0.385,0.285,0.085,WW1,MW1,0.0445,0.068,Age2
I,0.395,0.32,0.1,WW2,MW1,0.0535,0.09,Age2
I,0.4,0.305,0.1,WW2,MW1,0.0625,0.0865,Age2
I,0.405,0.305,0.1,WW1,MW1,0.061,0.091,Age2
I,0.405,0.31,0.11,WW3,MW2,0.2075,0.0995,Age2
I,0.405,0.305,0.1,WW1,MW1,0.053,0.085,Age2
I,0.405,0.3,0.09,WW1,MW1,0.0635,0.0765,Age2
I,0.41,0.315,0.1,WW2,MW1,0.0575,0.1,Age2
I,0.41,0.325,0.11,WW2,MW1,0.075,0.101,Age2
I,0.415,0.335,0.1,WW2,MW1,0.067,0.105,Age2
I,0.42,0.325,0.115,WW2,MW1,0.0635,0.1,Age2
I,0.42,0.315,0.11,WW2,MW1,0.083,0.1015,Age2
I,0.43,0.34,0.11,WW2,MW1,0.0855,0.105,Age2
I,0.445,0.36,0.11,WW2,MW1,0.0765,0.14,Age2
M,0.45,0.325,0.115,WW2,MW1,0.0785,0.1155,Age2
I,0.45,0.335,0.095,WW2,MW1,0.0625,0.1185,Age2
I,0.455,0.34,0.115,WW2,MW2,0.0655,0.1315,Age2
I,0.46,0.35,0.1,WW2,MW2,0.077,0.123,Age2
I,0.46,0.345,0.105,WW2,MW1,0.087,0.11,Age2
I,0.475,0.355,0.115,WW2,MW2,0.088,0.1325,Age2
M,0.48,0.375,0.12,WW2,MW2,0.128,0.172,Age2
I,0.485,0.38,0.125,WW2,MW1,0.118,0.16,Age2
I,0.485,0.365,0.14,WW2,MW1,0.0925,0.2305,Age2
I,0.49,0.365,0.125,WW2,MW2,0.126,0.1615,Age2
I,0.505,0.385,0.125,WW2,MW2,0.097,0.21,Age2
I,0.505,0.38,0.135,WW2,MW2,0.095,0.165,Age2
I,0.51,0.385,0.145,WW3,MW2,0.14,0.1805,Age2
F,0.515,0.395,0.135,WW2,MW1,0.132,0.162,Age2
M,0.515,0.41,0.14,WW3,MW2,0.137,0.2,Age2
I,0.515,0.39,0.11,WW2,MW2,0.098,0.1615,Age2
I,0.525,0.385,0.13,WW2,MW2,0.125,0.195,Age2
F,0.525,0.415,0.15,WW2,MW2,0.147,0.199,Age2
I,0.525,0.4,0.13,WW2,MW2,0.1285,0.2,Age2
I,0.525,0.375,0.12,WW2,MW2,0.114,0.19,Age2
M,0.535,0.43,0.155,WW3,MW2,0.169,0.245,Age2
F,0.545,0.44,0.15,WW3,MW2,0.239,0.275,Age2
I,0.55,0.43,0.145,WW2,MW2,0.152,0.225,Age2
I,0.55,0.425,0.145,WW3,MW2,0.171,0.236,Age2
I,0.55,0.42,0.155,WW3,MW2,0.1805,0.205,Age2
I,0.55,0.425,0.135,WW2,MW2,0.17,0.203,Age2
I,0.55,0.465,0.15,WW3,MW2,0.174,0.2435,Age2
I,0.555,0.435,0.145,WW2,MW2,0.1575,0.24,Age2
F,0.555,0.445,0.175,WW3,MW3,0.244,0.2785,Age2
I,0.56,0.44,0.14,WW3,MW2,0.139,0.245,Age2
I,0.56,0.435,0.135,WW3,MW2,0.103,0.251,Age2
I,0.565,0.43,0.15,WW3,MW2,0.1685,0.29,Age2
F,0.57,0.445,0.155,WW3,MW3,0.2025,0.265,Age2
F,0.575,0.435,0.155,WW3,MW2,0.2325,0.23,Age2
M,0.58,0.44,0.175,WW3,MW3,0.2705,0.3265,Age2
F,0.58,0.465,0.145,WW3,MW2,0.2155,0.25,Age2
F,0.58,0.425,0.15,WW3,MW2,0.185,0.2705,Age2
I,0.585,0.46,0.145,WW3,MW2,0.167,0.295,Age2
M,0.585,0.465,0.165,WW3,MW2,0.1625,0.274,Age2
I,0.585,0.42,0.145,WW2,MW2,0.1345,0.22,Age2
F,0.585,0.455,0.13,WW3,MW2,0.2065,0.225,Age2
M,0.59,0.47,0.145,WW3,MW2,0.173,0.254,Age2
M,0.59,0.475,0.14,WW3,MW2,0.2025,0.275,Age2
M,0.595,0.475,0.14,WW3,MW2,0.217,0.278,Age2
M,0.6,0.48,0.09,WW3,MW2,0.2685,0.28,Age2
M,0.6,0.495,0.185,WW3,MW3,0.2635,0.367,Age2
M,0.6,0.45,0.145,WW3,MW2,0.155,0.24,Age2
M,0.6,0.51,0.185,WW3,MW3,0.2745,0.315,Age2
M,0.61,0.48,0.185,WW3,MW3,0.2915,0.29,Age2
F,0.61,0.45,0.13,WW3,MW2,0.1715,0.272,Age2
F,0.615,0.46,0.15,WW3,MW2,0.201,0.2745,Age2
F,0.62,0.465,0.14,WW3,MW3,0.2195,0.307,Age2
F,0.62,0.48,0.165,WW3,MW3,0.4365,0.324,Age2
M,0.625,0.5,0.14,WW3,MW3,0.2165,0.295,Age2
M,0.625,0.49,0.165,WW3,MW3,0.3105,0.3465,Age2
M,0.63,0.505,0.175,WW3,MW3,0.252,0.34,Age2
F,0.63,0.475,0.155,WW3,MW2,0.252,0.265,Age2
M,0.63,0.47,0.15,WW3,MW3,0.2325,0.3115,Age2
M,0.63,0.525,0.195,WW3,MW2,0.2565,0.465,Age2
M,0.64,0.505,0.155,WW3,MW3,0.211,0.346,Age2
M,0.64,0.485,0.15,WW3,MW3,0.222,0.3175,Age2
M,0.64,0.495,0.17,WW3,MW3,0.282,0.285,Age2
F,0.64,0.495,0.17,WW3,MW2,0.377,0.2875,Age2
M,0.64,0.515,0.08,WW3,MW3,0.1755,0.175,Age2
M,0.65,0.52,0.155,WW3,MW3,0.288,0.365,Age2
M,0.65,0.51,0.175,WW3,MW3,0.2705,0.45,Age2
F,0.66,0.505,0.19,WW3,MW3,0.3375,0.3745,Age2
F,0.66,0.525,0.2,WW4,MW3,0.2995,0.422,Age2
F,0.675,0.525,0.17,WW4,MW4,0.352,0.475,Age2
M,0.7,0.54,0.205,WW4,MW3,0.373,0.4865,Age3
F,0.705,0.54,0.205,WW4,MW4,0.417,0.461,Age2
M,0.71,0.565,0.2,WW4,MW3,0.321,0.45,Age2
M,0.72,0.55,0.205,WW5,MW5,0.525,0.404,Age2
M,0.725,0.57,0.19,WW5,MW5,0.541,0.52,Age2
I,0.24,0.17,0.05,WW1,MW1,0.016,0.0155,Age2
I,0.255,0.195,0.055,WW1,MW1,0.017,0.021,Age1
I,0.275,0.2,0.055,WW1,MW1,0.021,0.026,Age1
I,0.32,0.235,0.09,WW1,MW1,0.0335,0.042,Age2
I,0.325,0.24,0.075,WW1,MW1,0.0645,0.043,Age2
I,0.33,0.225,0.075,WW1,MW1,0.0395,0.0425,Age2
I,0.36,0.27,0.09,WW1,MW1,0.0435,0.056,Age2
I,0.375,0.265,0.095,WW1,MW1,0.042,0.0585,Age2
I,0.375,0.285,0.09,WW1,MW1,0.0595,0.0675,Age2
I,0.39,0.29,0.09,WW1,MW1,0.054,0.077,Age2
I,0.45,0.335,0.105,WW2,MW1,0.0795,0.1095,Age2
I,0.455,0.35,0.105,WW2,MW1,0.107,0.1115,Age2
I,0.46,0.365,0.115,WW2,MW2,0.118,0.123,Age2
I,0.495,0.375,0.12,WW2,MW2,0.1215,0.1405,Age2
M,0.5,0.365,0.13,WW2,MW2,0.1085,0.1535,Age2
I,0.5,0.375,0.12,WW2,MW1,0.123,0.16,Age2
M,0.52,0.4,0.105,WW3,MW2,0.1615,0.1985,Age2
I,0.52,0.395,0.145,WW3,MW2,0.142,0.1895,Age2
F,0.525,0.43,0.135,WW3,MW2,0.18,0.1815,Age2
M,0.535,0.405,0.14,WW3,MW2,0.1715,0.189,Age2
F,0.54,0.42,0.14,WW3,MW2,0.1805,0.21,Age2
F,0.54,0.415,0.15,WW3,MW2,0.1875,0.2035,Age2
F,0.57,0.425,0.13,WW3,MW2,0.1745,0.1965,Age2
M,0.57,0.42,0.14,WW3,MW2,0.165,0.25,Age2
M,0.58,0.445,0.16,WW3,MW2,0.201,0.27,Age2
F,0.58,0.445,0.135,WW3,MW2,0.182,0.2325,Age2
M,0.59,0.47,0.155,WW3,MW3,0.233,0.2595,Age2
F,0.59,0.455,0.15,WW3,MW2,0.2055,0.2765,Age2
M,0.59,0.485,0.155,WW3,MW2,0.2435,0.31,Age2
M,0.595,0.435,0.16,WW3,MW2,0.224,0.31,Age2
M,0.6,0.475,0.175,WW3,MW3,0.256,0.285,Age2
M,0.6,0.45,0.16,WW3,MW3,0.225,0.307,Age2
M,0.605,0.475,0.19,WW3,MW3,0.247,0.26,Age2
F,0.62,0.48,0.17,WW3,MW3,0.25,0.287,Age2
M,0.625,0.475,0.175,WW3,MW3,0.283,0.337,Age2
M,0.625,0.5,0.13,WW3,MW3,0.2045,0.25,Age2
F,0.625,0.485,0.16,WW3,MW3,0.259,0.3485,Age2
M,0.63,0.49,0.165,WW3,MW3,0.273,0.294,Age2
M,0.63,0.485,0.16,WW3,MW3,0.275,0.3,Age2
F,0.635,0.51,0.185,WW3,MW3,0.295,0.4105,Age2
F,0.645,0.49,0.16,WW3,MW2,0.3155,0.299,Age2
F,0.645,0.49,0.16,WW3,MW2,0.289,0.319,Age2
F,0.65,0.525,0.19,WW3,MW4,0.3095,0.405,Age2
F,0.655,0.515,0.155,WW3,MW3,0.346,0.385,Age2
F,0.655,0.515,0.17,WW4,MW4,0.2635,0.331,Age2
M,0.665,0.515,0.19,WW4,MW4,0.3575,0.371,Age2
M,0.695,0.54,0.195,WW4,MW3,0.363,0.4755,Age2
F,0.72,0.565,0.18,WW4,MW4,0.407,0.3875,Age2
F,0.72,0.55,0.18,WW4,MW3,0.325,0.435,Age2
F,0.72,0.565,0.17,WW4,MW3,0.3255,0.4945,Age2
M,0.735,0.57,0.21,WW5,MW5,0.463,0.5315,Age2
M,0.74,0.595,0.19,WW5,MW5,0.5115,0.505,Age2
I,0.31,0.23,0.07,WW1,MW1,0.0265,0.038,Age2
I,0.315,0.235,0.075,WW1,MW1,0.028,0.0405,Age1
I,0.32,0.205,0.08,WW1,MW1,0.034,0.0495,Age2
I,0.325,0.25,0.075,WW1,MW1,0.0305,0.0455,Age2
I,0.335,0.26,0.09,WW1,MW1,0.041,0.056,Age2
I,0.37,0.28,0.085,WW1,MW1,0.0455,0.058,Age2
I,0.37,0.27,0.09,WW1,MW1,0.0425,0.065,Age2
I,0.375,0.28,0.085,WW1,MW1,0.0485,0.072,Age2
I,0.4,0.315,0.09,WW2,MW1,0.073,0.088,Age2
I,0.41,0.305,0.095,WW1,MW1,0.0515,0.09,Age2
I,0.425,0.34,0.1,WW2,MW1,0.0865,0.115,Age2
I,0.435,0.335,0.095,WW2,MW1,0.058,0.115,Age2
I,0.445,0.31,0.09,WW2,MW1,0.09,0.0855,Age2
I,0.46,0.36,0.14,WW2,MW1,0.087,0.16,Age2
F,0.465,0.35,0.11,WW2,MW1,0.102,0.131,Age2
I,0.47,0.385,0.13,WW2,MW2,0.117,0.174,Age2
I,0.475,0.375,0.11,WW2,MW1,0.109,0.1545,Age2
I,0.495,0.375,0.12,WW2,MW2,0.1365,0.161,Age2
I,0.5,0.39,0.13,WW2,MW1,0.104,0.1755,Age2
I,0.5,0.37,0.12,WW2,MW2,0.1065,0.152,Age2
I,0.505,0.425,0.125,WW2,MW2,0.1375,0.2,Age2
I,0.505,0.4,0.125,WW2,MW1,0.1435,0.17,Age2
M,0.505,0.365,0.115,WW2,MW2,0.096,0.15,Age2
